value,value,value,value,value,value,value,value,value,suburbName
37447,40246,41908,41612,42999,43786,43146,44483,49600,COOLABINE
51932,55908,56124,58073,58744,61543,61676,62969,70222,BIRTINYA
38284,39573,37918,36993,36044,37740,39523,39187,44735,COOLOOLA
37561,37444,37791,37935,37717,42924,44064,45729,56603,EURONG
34555,35563,40143,39882,36340,37511,39713,41588,45767,BLACK SNAKE
28541,29271,28286,29380,30827,35033,35402,35308,39360,BARAMBAH
34966,36512,36538,38403,37727,39104,40246,40983,43544,BARLIL
36616,37859,38883,39575,39480,41076,43409,43659,47225,CHELMSFORD
37688,37089,39498,40554,42028,43100,42359,39730,42408,CHARLESTOWN
45001,43737,45289,47294,47621,48468,49242,48613,51539,ALICE CREEK
26710,29409,27106,25366,23225,22524,30246,17643,16538,MARSHLANDS
27630,25524,28980,29679,31824,27617,29117,22647,28116,HIVESVILLE
27547,29054,31005,32096,33295,31823,31714,33348,36798,ABBEYWOOD
39320,40072,39567,40646,40017,40043,39133,39260,45334,NEUMGNA
40789,40981,40263,41598,41601,43474,43938,44097,47300,BARKER CREEK FLAT
33236,30102,34641,34110,36765,36684,39320,38550,44324,ARAMARA
34328,33071,34672,33922,35685,36481,35735,35415,39939,BIGGENDEN
32496,34865,34991,36431,37650,39901,40851,42262,44742,ARANBANGA
27891,30230,31000,34729,34370,37474,38537,38448,42632,BEERON
30606,34777,37989,38446,36535,38189,37732,36266,35869,ABERCORN
34834,35954,36627,37451,39689,41447,40591,39976,43788,BANCROFT
43012,43938,44194,44191,43976,44812,45391,46162,48670,ALDERSHOT
43416,45098,44763,45773,45727,46759,48193,49315,53143,BOORAL
39379,40437,40797,40621,39947,40271,40743,41440,45304,BEELBI CREEK
39182,40672,39561,40321,42947,42339,55649,42777,46674,ABINGTON
39462,39469,39044,38391,41839,43055,45983,46554,47797,TORBANLEA
45367,45721,45929,46255,46607,48152,51026,52790,54334,ABBOTSFORD
38661,38658,38575,38610,39466,39090,40264,41369,42287,BOOLBOONDA
36823,37511,35950,39478,42935,42142,43798,40728,44685,LITTABELLA
40712,43763,44773,39045,37440,39964,42169,43883,47640,BAFFLE CREEK
31554,34368,36420,37231,38106,47749,51678,50074,57189,GINDORAN
51120,52572,52723,48643,47525,49369,48479,50351,57269,AGNES WATER
57963,61017,58702,53170,54180,55656,53410,54161,55732,BOROREN
75725,80413,81976,75244,67727,67371,67134,68737,71325,BARMUNDU
68119,76091,64191,56064,60445,58763,55995,63456,64647,ALDOGA
63809,67076,65425,61496,55129,59296,59398,60114,61294,AMBROSE
49850,51879,48176,51976,45760,50320,53700,47122,53208,BAJOOL
53149,58411,60244,59332,59572,61224,63175,66975,73518,ALLENSTOWN
54949,55450,55369,55331,54744,56780,58820,61200,63456,BERSERKER
53742,54351,54430,54241,53584,55422,57463,58252,61420,ALBERTA
59599,60062,59675,58393,58092,60570,63915,65749,69929,ADELAIDE PARK
29598,23871,42956,49081,29223,79385,44592,38145,44691,CLARKE CREEK
48410,43603,46018,47853,46603,48326,53398,50284,61284,COLLAROY
100833,101284,101954,99013,94044,81856,88293,88602,91786,TIERI
55865,55674,55193,53003,53300,56135,58515,64444,62546,EMU PARK
63633,63115,64000,61909,62896,65439,66557,69665,71709,GLENDALE
32825,38507,56967,52943,49981,52141,51141,53732,40369,DUARINGA
42258,39272,40787,39801,42392,43590,44581,45416,47680,WOORABINDA
47825,49126,49428,47578,47440,47188,49549,49790,51888,BAREE
61567,61739,61936,61265,62223,63791,66058,64556,66915,BILOELA
45338,48696,52136,49345,51721,52069,52865,46910,51583,LAWGI DAWES
82564,84004,84807,76828,77798,79823,83262,87987,90537,BLACKWATER
67200,64098,60592,65656,74439,65226,68520,69824,65696,BAUHINIA
37324,41948,42828,47371,51196,46376,49603,46101,46624,CAMBOON
68598,66579,67804,67677,65083,69836,72090,74670,81070,EMERALD
67213,60246,61270,57956,63314,66216,64585,70665,66155,ARGYLL
50761,48485,53246,56212,61525,60867,56990,60370,55430,ALBINIA
56397,53756,59316,53096,58543,59090,54748,62338,52484,BELCONG
36754,25877,40273,50789,47253,44757,40255,49462,52915,ALPHA
47944,49132,48277,48137,77129,51609,53887,56765,61676,BARCALDINE
35260,31428,28632,30893,34497,33028,37908,43482,41287,ARAMAC
40702,38433,32615,29053,35988,33878,33517,38551,43230,ILFRACOMBE
39490,37015,51744,50571,50518,49473,45645,68125,50484,DUNROBIN
47000,44166,46670,45513,48263,51793,55108,56931,57911,BRIXTON
39584,33414,36723,29975,29127,35638,49790,49707,45247,ISISFORD
43377,34745,39056,42579,46939,52168,48874,57840,55128,DIAMANTINA LAKES
60971,58921,60088,58939,59682,61763,64028,65421,67756,ARMSTRONG BEACH
58051,56783,53087,52909,53051,53226,57198,57744,60621,ILBILBIE
59223,54104,52888,48064,45403,43476,44753,45069,47382,CARMILA
67643,65833,63825,62382,62160,65590,68326,70179,73202,ALEXANDRA
65029,59677,60279,56491,58389,59981,63341,66202,67373,BALL BAY
58943,61683,56530,59652,69536,64662,63452,67532,74150,BURTON
85279,85858,84224,83336,82584,81876,86537,86505,79925,GLENDEN
89211,90808,91998,86924,84550,87903,93054,95136,98029,MORANBAH
80705,85271,84835,79848,80407,80330,86114,88008,88686,DYSART
86674,92881,91967,90201,85676,89675,92298,92652,93108,GERMAN CREEK
68268,68130,65478,64207,64432,66588,67941,69403,71341,BUCASIA
66124,65774,63607,63096,63311,67592,69939,70874,72116,GREENMOUNT
68956,69262,67781,65358,65444,70170,72724,73122,74588,DEVEREUX CREEK
62511,62407,60988,60057,60395,62101,63572,64373,66747,BENHOLME
50108,50248,46450,47243,51716,51210,47989,50787,58141,FINCH HATTON
49141,48308,50695,44354,45416,48574,52805,52666,62819,BROKEN RIVER
57790,55025,53349,51526,54930,55143,53297,54440,59987,CALEN
49416,49079,49252,47781,48254,49674,50942,48131,52763,BLOOMSBURY
53551,52402,51421,50838,52304,54643,56093,56965,61518,ANDROMACHE
37302,35695,33498,39175,40725,41135,44464,46893,48940,HAYMAN ISLAND
53139,51913,51470,51077,51714,55917,56090,56522,62376,AIRLIE BEACH
42995,42808,42695,44587,45147,45830,49742,48967,53299,HAMILTON ISLAND
62389,59212,56937,56166,57441,61169,65577,66387,70814,COLLINSVILLE
50966,49408,48628,49094,49250,52263,54117,55586,58589,BINBEE
47522,45468,48366,49512,52223,51131,52040,51222,56533,ARKENDEITH
48267,47855,49413,48808,51207,53179,54882,55166,59697,AIRDMILLAN
48886,49169,48008,48781,51879,52286,53142,53765,56426,BRANDON
47307,43820,45639,45558,48545,50918,48811,51241,53102,BARRATTA
63286,64684,64391,65036,65073,68609,71836,72931,77549,BELGIAN GARDENS
55893,57856,57717,58740,59302,60721,63153,64859,67214,CLUDEN
53986,54987,55113,55031,55040,57131,58130,60508,62330,CURRAJONG
55641,56079,56191,56673,56436,57773,60055,61187,63854,AITKENVALE
50434,51088,50488,51162,50916,52118,52479,54797,57069,CONDON
47635,48014,49223,49664,51689,53270,54486,57516,59544,ALLIGATOR CREEK
54431,55152,55164,55534,55233,56857,58851,60175,62615,ALICE RIVER
57335,57715,57520,57454,57003,60471,61743,63684,66010,BEACH HOLM
44120,43350,43590,42949,43869,44233,45956,46140,51481,ARCADIA
49762,48219,49228,48976,50938,53206,55193,57598,59890,ALABAMA HILL
44911,41549,43807,44351,43556,44232,45248,53338,55406,DUTTON RIVER
41155,35161,36279,43331,50751,48192,39175,79278,76908,ALBION
29026,29809,37035,42528,49584,48505,40396,56265,53720,CARPENTARIA
64846,63257,64362,65530,68305,69192,70461,73919,77167,CLONCURRY
70331,71128,73407,73089,73119,74354,75210,78248,80797,ALEXANDRIA
39307,41205,47568,47684,51155,47384,48708,59339,58686,CAMOOWEAL
53520,51783,50949,53347,51160,56524,57026,62872,72325,AMAROO
42792,42215,42257,40255,40322,43083,43738,46913,49489,AUGUSTUS DOWNS
44785,42125,39853,40498,40561,40126,41158,42957,46211,CARDWELL
45077,45404,46214,46245,48244,49692,50328,49980,53402,ABERGOWRIE
41784,43349,43519,44712,45422,47411,49106,49486,50972,BINGIL BAY
36919,38519,38953,41737,43483,45125,46720,46659,52042,BILYANA
36067,37451,38158,40691,42176,41155,39811,45628,47056,DAVESON
37523,42935,38368,38898,41330,42117,41583,42265,47406,GOOLBOO
46177,45807,48710,48734,49095,51173,50965,53587,55086,COMOON LOOP
41321,42021,42364,44655,46446,47101,47542,46886,47639,NO. 6 BRANCH
40853,41860,42294,42049,43053,44840,46816,46990,50495,BAMBOO CREEK
41055,43204,43876,47220,45257,46510,47870,49120,53064,BABINDA
49970,50277,50325,51693,52462,54458,55759,56596,60002,GOLDSBOROUGH
49743,49671,50590,50181,50965,52202,53565,54939,58073,BAYVIEW HEIGHTS
51571,48978,49820,49973,50621,52312,53970,55114,56999,BENTLEY PARK
50126,50699,50386,52577,53405,56571,57569,59031,62629,AEROGLEN
38976,39590,41563,39784,46527,44566,45866,46277,49342,ABINGDON DOWNS
44042,39627,40101,39442,42505,44131,44715,46092,46191,BARRINE
42491,43360,44689,45159,44817,46463,46647,47557,50507,BAILEY CREEK
71513,72363,74420,76742,73706,80084,80698,81537,82123,EVANS LANDING
46606,47867,49665,51906,52561,54085,54300,56035,59099,BADU ISLAND
40419,42428,44139,43857,43825,45890,45905,48879,50740,BAMAGA
39238,41540,40610,42073,44346,47819,45488,46050,52765,CRAIGLIE
50713,50705,51371,52843,52536,54499,55704,57071,59476,BARRON
52106,53576,55125,54645,55348,57643,58430,59951,64130,BUCHAN POINT
42001,43027,43532,45404,43534,46331,47262,48197,51066,ARRIGA
44342,44617,45184,46778,47177,48790,48904,50901,52799,KOAH
42546,44328,43491,43644,45835,49222,51613,50666,55556,TOLGA
40655,42432,42422,42943,43670,45981,47099,48195,50504,ATHERTON
43842,45481,47510,44749,45221,49325,48927,48819,53256,GADGARRA
42010,43662,43380,43552,45134,46256,47821,49703,52724,BUTCHERS CREEK
33769,37798,37045,36161,39181,40192,38829,42254,72010,BEATRICE
41093,40746,40293,41038,41535,42164,44082,44462,48009,HERBERTON
39398,39329,38780,37989,38386,41240,42491,43434,42655,EVELYN
49247,51163,51296,50895,49034,50249,51836,54510,58747,HOWITT
45030,46521,46381,48178,47489,47754,52494,52885,55302,KARUMBA
41802,43465,44720,45059,45784,46594,47725,50769,53208,AYTON
60208,60164,60342,64310,63332,62600,61289,62338,62770,ADELAIDE
83837,86348,90614,90444,90092,93461,101938,94526,100557,NORTH ADELAIDE
49122,51539,52227,53722,54415,56320,58074,58706,63605,BOWDEN
44882,46295,46940,47588,48171,49808,51595,52859,57074,CROYDON
45725,47128,48233,48827,49743,51833,52802,54095,56560,ALLENBY GARDENS
40876,42708,42858,43199,43250,44858,45978,45782,49654,ANGLE PARK
47918,49908,50016,50940,51583,53757,54970,56226,59808,ST CLAIR
40286,40925,41319,42258,41735,42906,43937,44030,47678,ATHOL PARK
45795,46949,47525,48646,49462,50979,52196,53894,56758,ALBERT PARK
48718,49772,50906,51294,52167,55108,56048,57755,61885,BIRKENHEAD
52344,53934,54778,54913,55733,58424,59688,62055,64815,LARGS BAY
44562,46865,46881,47947,48600,50274,51205,52416,55282,OSBORNE
53242,53813,55322,55286,55009,57286,57907,59565,61318,NORTH HAVEN
53569,54096,55210,55887,57257,58824,60603,61935,64432,EXETER
53951,56195,58065,56396,59154,60267,62150,64821,69158,WEST LAKES SHORE
58363,57130,59457,57920,58756,60736,61775,60673,64690,WEST LAKES
61410,63988,65729,66784,68287,70073,72050,76369,80715,GRANGE
43231,44632,45459,46531,47359,49144,50317,52079,56347,FINDON
51362,54456,55122,55258,56214,58516,60387,61974,65357,FULHAM
47309,50012,50222,51995,52853,54528,55555,58347,61561,FLINDERS PARK
50454,51859,51936,53106,52684,54915,56346,58185,62036,MILE END
52173,52740,52721,53745,54440,58487,59904,58599,64081,BROOKLYN PARK
45628,46487,47805,47850,48510,49176,49988,50948,54996,COWANDILLA
65574,68581,68476,71181,71525,73854,76432,79519,82669,CLARENCE PARK
51378,52563,53487,53671,54378,55970,56959,59023,64008,ASHFORD
47081,48400,49202,48762,49556,51930,52793,54158,58491,GLANDORE
46093,47389,47878,48488,48463,50284,52063,53006,57684,CAMDEN PARK
47293,48658,49980,50603,51752,53633,53961,55904,60891,CLARENCE GARDENS
54699,59992,57566,56594,57191,64667,63089,61202,67687,NOVAR GARDENS
55980,58758,58942,59477,60324,62890,64465,66181,70987,COLONEL LIGHT GARDENS
43675,45445,45590,46135,46793,47646,49826,49745,53586,BEDFORD PARK
44575,45870,46057,46240,46835,48087,49602,50543,54384,ASCOT PARK
59802,61279,61797,65334,64389,67514,68714,71936,74381,GLENGOWRIE
59872,63539,62775,65679,64336,67755,68199,71360,74924,GLENELG
46601,47675,48333,49098,49803,51283,52811,54355,58353,OAKLANDS PARK
44684,46087,47381,47042,46797,48635,50287,51640,55048,DARLINGTON
54024,56663,61590,58214,58653,61232,62596,64092,74020,BRIGHTON
54628,56175,57149,59059,58623,60135,61948,66271,69121,KINGSTON PARK
52840,54205,53996,53528,54878,57479,57579,58204,62405,BELLEVUE HEIGHTS
54079,55794,56637,57759,59625,62034,63847,65648,70092,BLACKWOOD
59494,59113,60325,61948,61514,64053,66397,67949,70887,BELAIR
83553,89739,89856,93912,93871,98497,103082,102093,112998,HYDE PARK
70905,73334,74893,74274,74550,78762,82271,82524,90756,BROWN HILL CREEK
63490,66690,65610,67313,68387,70484,72737,73468,78802,EASTWOOD
76013,77502,79882,78519,79552,81135,85411,84933,92100,GLEN OSMOND
74260,79373,77137,77006,77310,80580,84705,82265,89281,DULWICH
77699,83056,81446,80960,79145,84250,88058,92855,95630,BEAUMONT
69120,67890,70130,72594,75339,75203,76388,78331,82045,BEULAH PARK
65912,71883,71669,71665,72335,75506,77221,79594,83300,HEATHPOOL
73623,80523,74462,79024,81058,82470,85546,85852,94126,COLLEGE PARK
51387,53684,55042,55159,54829,57487,60214,61916,65603,FELIXSTOW
57391,59005,60429,61119,61244,62256,64800,66610,71230,AULDANA
49990,51933,51895,52813,53467,55255,56177,57416,61987,HECTORVILLE
44222,45965,46819,47450,48149,49104,50370,51037,55067,CAMPBELLTOWN
46262,49627,48344,49044,49424,50815,52308,52844,56917,DERNANCOURT
49294,51132,51852,52828,54406,55891,56736,59951,61387,ATHELSTONE
80934,93073,88652,89673,92916,95514,98649,96071,102237,COLLINSWOOD
56353,59153,59254,61644,61611,67954,64282,65280,70691,FITZROY
50707,52403,54039,54644,57029,57141,59341,59060,63659,BROADVIEW
39893,40315,40135,41732,41453,42053,42057,43334,47463,BLAIR ATHOL
47634,49327,49485,49864,50432,51653,52550,53851,57520,CLEARVIEW
45599,46936,47366,48052,48733,50252,51523,52311,56193,GILLES PLAINS
45879,47011,47583,48265,48571,49465,50868,52257,56174,KLEMZIG
43020,43486,43724,44398,45267,46167,47203,48819,51900,HOLDEN HILL
51625,52481,53785,55668,54869,57087,58668,60083,63397,HIGHBURY
44200,44119,45013,45499,45713,47154,48328,49708,51842,HOPE VALLEY
48346,49763,50572,51491,51939,53363,54724,56272,58450,BANKSIA PARK
45271,46363,46591,46949,47216,48307,49591,50896,53180,MODBURY
42828,44317,43935,44387,45214,47186,46768,48297,51421,PARA VISTA
47891,45680,42892,42675,49355,50383,48354,44106,48147,CAVAN
49906,50741,51011,51154,51433,52887,54430,55193,58162,MAWSON LAKES
44065,45099,45779,46394,47055,48217,49508,50858,53801,GULFVIEW HEIGHTS
46541,48248,48909,48651,49353,51304,52153,53865,55969,REDWOOD PARK
44310,45629,45889,45933,45849,47875,48409,49632,52108,INGLE FARM
44864,46016,48636,56405,63657,54271,47475,46613,55768,PARAFIELD
41178,42473,42516,43165,43387,44193,45737,46352,48672,GREEN FIELDS
41274,42297,42551,42634,43160,44642,45294,46228,48302,PARALOWIE
44545,45661,45913,46056,46565,48212,48635,49711,51631,BRAHMA LODGE
43647,44544,45727,45673,46401,47480,48425,49640,51289,BOLIVAR
53005,59980,58460,64328,56351,69666,69055,67933,66739,EDINBURGH
40981,42237,42479,42449,42737,43788,44809,45915,47472,ELIZABETH
36685,38095,38090,38126,38364,39113,39977,40961,42821,DAVOREN PARK
44981,46003,46765,47084,47468,49567,50250,51635,53801,ANDREWS FARM
42220,43689,43564,44176,45162,46465,48370,49535,51530,KUDLA
45730,46764,47156,47893,48189,50280,51641,54538,55316,EVANSTON
47087,49305,51454,51945,52080,54711,55345,57726,61784,ANGLE VALE
48998,50507,51320,50906,52422,54185,54925,55925,59050,BIBARINGA
42401,43844,43743,43322,51715,51035,51271,52708,56380,BUCKLAND PARK
39308,39628,41331,42325,43735,46441,47908,49405,51653,EYRE
53089,54617,55141,55644,56373,58242,59720,61300,64312,GOLDEN GROVE
48621,48521,50326,50499,51125,52695,54312,55768,58855,FAIRVIEW PARK
49714,51352,52310,52416,52550,54702,55447,56727,59097,WYNN VALE
50899,51932,54852,53675,53816,54816,61534,63528,66084,HOUGHTON
58990,64541,62641,66396,65283,66285,71120,67242,80081,PARACOMBE
55215,55652,53391,54362,55470,56090,61576,61953,64149,INGLEWOOD
55891,55410,55721,54721,58622,60593,59103,59136,65244,CHERRYVILLE
57387,63974,58067,56596,56881,63894,66769,66360,71797,NORTON SUMMIT
62312,59545,59183,61628,63320,63545,65592,65712,71920,ASHTON
74613,69874,54515,49968,53538,52997,53695,57435,56751,BASKET RANGE
57565,58770,61284,61999,57479,57377,59426,54241,57386,FOREST RANGE
62536,63839,67252,68164,68450,69945,67635,70997,73210,GREENHILL
52820,56439,55757,56291,57499,61121,63103,65781,74210,HORSNELL GULLY
58967,60175,67478,60872,64354,57547,62064,63317,72067,URAIDLA
58959,59761,66814,63873,70078,69625,68167,71718,77756,CAREY GULLY
60602,66040,74786,75041,72901,73006,78895,82180,110381,PICCADILLY
70326,72460,74828,75373,76150,82526,91757,86208,101897,CLELAND
55122,59955,60483,58953,60424,64172,66198,66743,72957,BIGGS FLAT
67504,71444,72442,75072,78864,78522,80222,80325,91968,ALDGATE
55147,55612,55733,55830,58494,59091,60571,63194,66329,BRIDGEWATER
57632,58832,57614,57652,61084,63970,64891,65170,66495,UPPER STURT
51058,52233,54545,55076,60433,57258,61657,60445,67302,ASHBOURNE
47679,49059,49852,50690,51144,52890,54627,55770,59037,HALLETT COVE
49093,50243,51004,51285,52190,53783,54858,56102,59524,ABERFOYLE PARK
63786,59833,55889,50667,53950,60891,61735,63615,67747,LONSDALE
43064,44107,44696,45143,46081,47600,48801,50232,52412,OLD REYNELLA
42765,43850,44300,44778,45328,46752,48042,49158,51704,MORPHETT VALE
41918,42529,42773,43332,43205,44401,46119,47122,50118,HACKHAM
38744,39427,39135,39697,38941,40577,40910,41874,44291,CHRISTIE DOWNS
41222,42460,43419,43833,44132,45766,47170,48638,51415,CHRISTIES BEACH
41144,42248,40860,42346,43254,45501,47236,47304,50467,O�SULLIVAN BEACH
45427,46903,46944,47703,48338,50795,52536,54227,58982,PORT NOARLUNGA
43072,43551,44894,44560,44916,46436,47456,49760,52217,NOARLUNGA CENTRE
44119,45530,46103,46846,47901,49483,51287,52456,55563,MOANA
42207,44245,44621,45344,45975,47612,49322,48919,52123,MASLIN BEACH
46578,48125,49540,49705,50893,53246,55896,56691,60007,BLEWITT SPRINGS
46197,48096,48273,50265,50498,52250,56435,55717,60366,DINGABLEDINGA
42673,43982,44671,44799,45323,47082,47665,48960,51532,ALDINGA
42248,44191,44732,44905,45521,48949,47972,50323,54303,SELLICKS BEACH
43179,48379,44797,47203,48536,59385,51375,55578,58731,BLACKFELLOWS CREEK
42685,42448,46423,44721,45907,46823,45479,47620,55586,HINDMARSH TIERS
37403,39294,39479,40601,40699,41482,43093,45751,45563,BALD HILLS
39321,40107,40732,39529,39762,40961,44586,43082,48417,CAPE JERVIS
42178,45255,47189,46130,48824,50241,49487,51985,54839,MOUNT COMPASS
38131,40045,41074,40365,40525,42421,44078,45013,48126,BACK VALLEY
37895,37580,38804,39244,38328,40255,42818,45435,47205,PORT ELLIOT
41932,46495,45916,47086,51649,52575,49132,54869,53622,MIDDLETON
39793,39303,39615,40093,40545,40975,42960,42930,46593,CURRENCY CREEK
30249,31384,32716,39112,41317,42895,45075,41685,48038,PARNDANA
32374,36014,34550,35716,36271,36486,41010,37975,46667,AMERICAN RIVER
37200,41916,40137,39459,42950,43881,52473,47078,52588,AMERICAN BEACH
34909,37872,38869,39850,41835,42675,45099,42507,49463,BAY OF SHOALS
53926,60920,62195,61073,60700,64191,66441,69894,73378,CHAIN OF PONDS
49449,54052,54804,60497,55465,56575,59816,62518,66634,CUDLEE CREEK
47382,49319,49321,50831,53784,56978,56341,58627,64551,FORRESTON
46586,48012,49795,49121,51394,53006,52371,53441,57762,BIRDWOOD
41568,44531,43950,44347,45163,47771,49309,48928,52490,CROMER
45872,47097,47517,49804,49839,52286,52709,51136,54579,TUNGKILLO
43668,39830,40133,37100,39972,44376,43602,41428,41065,APAMURRA
37227,37581,39808,39295,40685,41644,41434,42702,44579,ANGAS VALLEY
48498,50554,49096,44735,44175,48059,49981,48752,53181,LENSWOOD
45891,46709,48394,53722,50781,54397,54682,55876,60247,LOBETHAL
56821,59427,61429,58261,60198,65152,66076,65214,76094,BALHANNAH
57237,91735,59904,59118,60795,64060,66221,75728,71286,OAKBANK
48530,49734,50703,50835,51561,53471,54949,58798,63637,CHARLESTON
54783,57124,58291,57258,56385,59431,63950,66543,70287,HAHNDORF
52786,54667,54858,55159,55975,58624,61132,62659,67716,BLAKISTON
48260,50610,50750,50585,51261,53406,55310,56693,59295,BUGLE RANGES
46856,48299,49009,48912,48879,50825,50270,54088,58011,BRUKUNGA
39030,39778,40096,40299,41308,42574,43320,44649,47162,AVOCA DELL
40866,40452,42127,42420,42358,44804,46184,47279,50245,BUCCLEUCH
43656,44105,45106,46446,46377,47929,49340,50382,53666,ANGAS PLAINS
38114,38510,38727,38250,38695,39905,40504,42092,44171,CLAYTON
34852,40320,37296,36768,36347,38327,43920,43621,44772,ASHVILLE
38486,37578,39117,40145,43078,42974,46377,46584,52617,BAYAH
45715,40247,39210,40972,51506,61538,50599,51066,50560,COOKE PLAINS
33634,37501,47595,49847,43289,45508,60153,56038,60584,BINNUM
37186,40335,41990,39940,43503,43865,44316,45671,44907,COORONG
39380,38810,36231,35207,41758,46527,47228,42409,42996,COONALPYN
38175,38182,40426,45224,46684,53588,55535,53350,60083,BUNBURY
37011,40411,39949,42382,44711,46414,49601,48528,45689,BRIMBAGO
37756,40151,43083,40403,42745,44948,49921,48141,50692,BANGHAM
33629,39146,27463,26112,35258,46146,55716,45485,96566,CUSTON
37748,39883,37372,39035,42416,47522,49817,47769,44612,BUCKINGHAM
40058,42853,45988,44902,45760,48480,52344,51561,54504,BOOL LAGOON
40220,45203,47653,50651,54532,59960,66925,57976,65422,COLES
39072,42622,45508,49555,52291,54317,57959,54245,63470,BLACKFORD
37965,41286,44423,46560,48423,49879,52008,55237,58375,BRAY
39520,42545,44261,47939,49053,51562,53986,53348,55896,COMAUM
41823,45914,49611,52139,57118,51390,55353,57727,55821,KALANGADOO
38614,41191,40938,46710,42437,47325,46377,48210,53925,KOORINE
41661,46189,47736,49961,50117,49844,53627,53944,54105,BEACHPORT
45361,49639,46734,48086,49042,49979,51420,52913,55114,MOUNT GAMBIER
48694,60059,53674,53670,52619,53604,55726,67893,58541,ALLENDALE EAST
28518,30620,35015,34043,43961,49770,49280,43279,47372,CARCUMA
38223,39101,41645,47066,49949,65319,47182,45531,43972,LAMEROO
42386,34864,33697,34924,41949,48352,43241,45800,50077,PARILLA
35490,36736,36989,38897,44395,43427,41808,42654,47640,KARTE
33216,31566,37896,37580,42512,37333,32023,32785,30934,KAROONDA
37561,34719,39386,37115,40117,33624,39287,31453,39721,ALAWOONA
39818,39990,43766,43785,42335,43889,43344,41849,43730,BEATTY
34620,34390,34095,36021,40770,39737,37857,41099,44563,CADELL
35564,39609,40436,44426,43037,43458,46154,48825,53173,GOLDEN HEIGHTS
39173,40778,41351,42835,43622,45543,46734,47508,50055,BOOLGUN
38477,38894,39916,44048,46642,46909,57435,55585,51699,KINGSTON ON MURRAY
35852,44029,45403,48924,48269,41854,36599,39929,46916,MOOROOK
38907,41781,43396,44202,45893,46612,47780,47632,51386,BOOKPURNONG
37600,36213,47879,41622,44230,47247,49406,48417,50218,MUNDIC CREEK
36935,38723,40467,41808,43114,46426,47463,47497,49377,CALPERUM
40257,40679,41229,41559,41487,46583,49553,50137,51007,MONASH
40613,43418,43305,44574,45504,46083,48083,49512,52103,BERRI
37784,38413,41629,40181,42000,42918,44829,45301,48423,GLOSSOP
40016,41829,41717,41977,43767,45548,47485,47983,49773,BARMERA
37631,37749,41095,39035,43847,43805,45139,44341,46272,COBDOGLA
48781,50582,51794,50850,50020,50676,53198,56411,58437,ROSEDALE
48740,49473,50593,49966,51645,53380,54705,56175,59712,ALTONA
49428,52550,54235,52305,56327,55465,60459,59043,61874,BETHANY
44851,48627,48348,48188,51478,51371,51284,51188,53423,ANGASTON
31641,37408,37287,42323,39412,38226,39902,38684,46600,BAKARA
46404,47081,46771,48845,50273,51579,52307,51688,55982,DAVEYSTON
38375,40495,44308,43653,43524,45431,44418,44536,47602,ANNADALE
35183,34777,34509,36611,37548,38757,38190,41401,45507,BLANCHETOWN
45331,49183,49042,50055,53587,54075,55367,54378,58123,GREENOCK
46117,47163,51908,49130,50251,52264,52160,56824,57741,MORN HILL
47530,47525,48877,49296,49761,51164,52464,53617,56119,FREELING
42431,47923,45636,46938,48057,49885,50478,50657,54176,ALLENDALE NORTH
36185,37797,41843,42465,41705,45071,40277,40399,45871,AUSTRALIA PLAINS
29048,36523,38956,32648,36571,39652,33572,32643,37135,BRADY CREEK
47941,48620,50524,47711,48751,49661,49596,49079,57232,MAGDALA
43976,43614,45885,47029,47659,48478,45055,48416,55227,ALMA
41625,42957,44801,48296,44326,46285,48007,48500,53287,LINWOOD
43601,43013,43072,45373,45197,47483,56021,49820,49615,GILES CORNER
41904,45211,46017,47304,47040,45675,47938,49457,53463,NAVAN
39824,43037,44857,44974,44857,40595,40831,43867,51874,APOINGA
20113,24457,31805,32476,32276,32501,36936,38550,43416,MANOORA
44931,37477,42664,42364,45525,45226,44805,48790,51413,MINTARO
39430,40747,36645,40798,44260,40684,41363,41260,43267,FARRELL FLAT
39398,42188,42158,43958,44079,46654,43654,44167,44952,BALAH
28528,50636,44887,40945,53180,55526,56263,45452,39596,CANOWIE
37608,40559,39991,41286,40611,43135,40889,39334,43835,CAVENAGH
33589,38524,42937,47111,46088,43766,37594,37155,43960,AMYTON
48874,51249,52246,52838,51569,51573,50695,51773,54815,BRUCE
42245,41171,46271,47448,48448,51878,47729,47500,52573,BARNDIOOTA
45158,50151,55744,63340,62508,61910,53194,44964,47259,ABMINGA STATION
42400,43800,39639,42834,47087,49319,52977,47391,51035,AUBURN
40568,43399,45622,43222,45078,44335,47037,48861,52951,LEASINGHAM
46829,48286,50477,50797,50599,52115,53634,55975,59555,ARMAGH
34108,40276,38809,35562,39499,41471,37885,37430,39661,ANDREWS
48717,44544,47754,49295,48712,47580,46774,47842,51113,BARABBA
42795,45479,47330,48106,49101,49598,49638,50770,50364,BALAKLAVA
46355,50598,50429,45605,45149,48296,49856,46566,52780,BLYTH
44814,45770,50286,43872,47941,46493,47666,43729,46800,ANAMA
54395,48836,50012,45913,49906,43646,52269,40018,43260,YACKA
38075,40140,32405,34973,38880,37688,34494,38744,44929,GEORGETOWN
40095,44159,48886,41892,43306,44048,48514,49504,56071,GLADSTONE
40279,44672,47167,46679,45056,44980,44316,45632,48747,APPILA
31279,35177,35832,37076,38403,36834,39763,39210,47602,BANGOR
33508,39134,43284,41437,45188,39799,30896,32476,47119,BOOLEROO CENTRE
