value,value,value,value,value,value,value,value,value,suburbName
50080,50901,53361,54664,56994,59957,62716,61285,65727,MENZIES CREEK
50553,54565,52712,54381,56464,59785,60462,62243,66464,BELGRAVE
80149,85289,89009,90388,93700,97908,101585,103733,108786,CAULFIELD JUNCTION
69637,72740,74979,78490,78253,83585,83319,84407,90406,CAULFIELD
56099,57912,59180,60426,61509,63887,65932,69556,73241,BOORAN ROAD PO
55233,56532,58093,60076,61778,64946,67216,69629,75075,BENTLEIGH EAST
50562,53097,54508,56406,57373,59685,61174,62979,66997,HUGHESDALE
48873,49621,50754,52966,53360,55550,56511,59421,62892,OAKLEIGH SOUTH
40326,41922,42076,43067,42730,42545,42093,42325,45466,CLAYTON
41985,42707,43071,44472,45192,46827,47980,49403,53542,CLARINDA
49660,50654,51195,53704,54610,55511,56621,57960,62832,MULGRAVE
35149,36283,36421,38741,39094,40727,41265,42023,45258,SANDOWN VILLAGE
44994,45772,46429,47148,48451,49562,51202,51584,55027,DINGLEY VILLAGE
45143,46376,47573,48920,49966,52724,52416,54514,57693,KEYSBOROUGH
39510,40238,40574,41091,41639,42600,43556,44335,47144,NOBLE PARK
39473,40574,40953,41223,42269,44498,45352,47303,50308,BANGHOLME
37452,38530,38991,39142,38943,41023,41948,43074,45732,DOVETON
51628,52449,53134,54506,55733,57707,59138,60632,63624,ROWVILLE
47154,49072,49427,51196,50998,53946,55358,56075,58826,SCORESBY
47585,47561,48928,50551,51351,52674,54540,56680,57739,KNOXFIELD
67533,69528,71369,68544,75360,80360,85610,87883,93145,PRAHRAN
63366,66375,65309,67698,67541,74964,72878,76095,82548,ST KILDA
60384,61835,65133,65510,67181,69941,73755,76258,89122,BALACLAVA
74007,75979,79893,87906,84155,88316,90249,94496,101637,BRIGHTON ROAD
72030,77018,78790,81321,81874,92291,88754,91144,99177,ELSTERNWICK
117468,121625,124009,125293,129289,137485,140006,139506,154721,BRIGHTON
77869,81391,84177,87111,89763,104195,97783,97931,102854,BRIGHTON EAST
79473,87966,87558,89096,90203,98007,98506,99462,111523,HAMPTON
51866,53358,54703,56791,58056,61262,62664,66236,69875,MOORABBIN
57598,60292,62470,63935,65596,68470,71785,74263,80444,HIGHETT
85548,90148,88127,90115,108485,96665,100671,98811,106752,SANDRINGHAM
53603,55385,56035,58774,61649,63464,65356,67430,71750,CHELTENHAM
77133,80738,83192,90936,88649,92024,97462,101181,108747,BEAUMARIS
56298,58820,59634,61969,63414,65776,68902,70311,75448,MENTONE
56499,59214,60446,62878,64038,68495,69409,71793,77800,ASPENDALE
50654,52434,54116,55816,57786,61536,64257,65242,69174,BONBEACH
57804,58104,59671,60342,61964,66233,67639,70992,72601,CARRUM
44889,46761,48420,49719,51635,53705,55336,56889,60512,BELVEDERE PARK
46129,47706,48904,50134,51530,54281,55391,57165,60865,FRANKSTON
38649,39595,40392,41335,41659,42516,44948,46634,48318,FRANKSTON NORTH
44791,45286,46591,47989,49545,51483,53021,54790,56665,CARRUM DOWNS
55634,56646,58630,59189,61971,64240,67398,68229,70646,HEATHERTON
60633,63918,64204,66436,67925,69609,73341,74320,79707,BENTLEIGH
79775,81888,80476,89561,85837,88994,89971,91661,96179,SOUTH MELBOURNE
114721,128224,119353,129499,130443,142702,142405,144238,158146,ALBERT PARK
88420,90962,91174,94243,99330,102134,101036,102902,107406,GARDEN CITY
55121,55399,56645,56949,59954,66347,71988,74822,80201,LITTLE RIVER
49990,51654,51142,53784,56033,58819,59641,60468,64530,AVALON
39993,40688,41267,41619,42348,43430,44629,45268,47190,CORIO
46815,47861,48825,50431,51903,54563,56698,57772,61226,BELL PARK
49265,50369,51805,51978,52960,55101,58116,58954,63026,BELMONT
50126,49872,52049,53510,55216,57969,59149,60103,63799,ARMSTRONG CREEK
51755,52528,53908,55493,57500,73394,63607,65201,71712,FYANSFORD
44264,45420,45593,46466,47743,49038,51578,52873,54837,BREAKWATER
62428,65129,68868,77662,70381,77652,78110,78254,88772,BAREENA
57264,57528,62429,66742,67170,71440,76283,77153,92767,ANAKIE
45802,50642,47568,48276,49706,53367,54237,55525,59865,CLIFTON SPRINGS
41799,43142,45070,44784,54178,51295,52582,52931,58208,BELLARINE
46685,47720,49032,48018,49305,51282,53061,53984,56995,LEOPOLD
52247,55985,56010,56765,54180,60380,61918,63688,67241,POINT LONSDALE
48304,49894,52048,53202,54807,58352,59847,61709,70638,OCEAN GROVE
55532,60505,62930,65469,69881,70754,75027,75612,85852,BARWON HEADS
54711,58472,59902,61232,61022,65440,68452,71502,77528,BELLBRAE
42995,45260,45218,48815,50147,53051,56746,57885,65873,ANGLESEA
49205,51485,54999,55231,56693,57332,60231,58906,65578,AIREYS INLET
48837,46080,44280,46656,60121,61779,54950,67724,61415,BIG HILL
36448,36263,37620,39824,41187,43457,45128,46292,53248,APOLLO BAY
37275,37533,41532,41733,48272,42729,70636,48130,58415,BENWERRIN
35436,36451,37330,42251,43057,40753,42370,53064,48255,FORREST
28498,31469,27089,24641,30317,29047,33226,34778,42311,AIRE VALLEY
25170,29634,29618,29871,43180,39127,35934,40936,54434,GLENAIRE
32518,41803,40313,38931,38762,41147,43155,46806,55663,CARLISLE RIVER
46052,47443,50936,53317,54723,59081,61236,64467,66962,BUCKLEY
42207,40762,43358,43435,45352,49713,51877,53830,55863,BAMBRA
37691,38076,39470,40695,43385,44561,48408,50353,56668,BIRREGURRA
34685,59167,50404,39672,45751,44271,47784,47351,58230,BARWON DOWNS
36390,40193,41756,41124,41429,43526,44476,46878,54011,ALVIE
41569,42911,43369,45067,45919,47869,49339,50145,53717,COLAC
36125,37659,41709,46958,42685,45545,45671,50037,50335,BEEAC
37226,39872,41087,37166,40845,41402,42172,48204,48285,COROROOKE
36780,41055,42572,42049,42915,44448,47328,52172,52533,BOOKAAR
36160,45264,44473,40872,41905,44823,46463,50514,53914,TERANG
33590,48488,46164,42676,42359,45124,48641,50997,55909,BOORCAN
35310,42946,42598,39925,40120,42065,44383,48275,51078,BULLAHARRE
22453,38493,38034,34803,31044,31793,43469,45001,43876,SCOTTS CREEK
35199,49292,44342,39547,40854,41553,44855,49373,48268,AYRFORD
37106,52362,49196,47356,49376,54048,57013,59395,62211,PORT CAMPBELL
38123,42826,40184,46331,47189,51839,44872,49377,54507,PETERBOROUGH
35684,37604,38500,39750,41882,42857,44843,45680,47395,MORTLAKE
30077,32912,41662,48817,55646,53920,61893,65348,69541,HEXHAM
29375,35743,37589,42906,46763,48900,54482,48063,45667,CARAMUT
42162,38722,43829,46948,46926,48244,51559,56990,59458,MAILER FLAT
35212,37320,43355,43286,39928,46220,65773,48578,54078,MINJAH
45324,60572,52765,48582,51436,53443,56224,59261,61881,ALLANSFORD
35705,42986,45507,42340,45150,45465,48625,50669,57655,PURNIM
43948,46545,46152,46606,48145,50076,53487,54413,58037,DENNINGTON
41524,44795,47753,49527,49712,51572,54686,54591,61323,BUSHFIELD
39892,42514,43708,45883,45963,48271,50793,51991,54325,ILLOWA
40268,45209,46038,47196,47420,49846,52710,57062,59756,CROSSLEY
44475,47054,46393,49865,49575,50726,53824,56769,60688,ORFORD
40196,44183,47146,46819,49873,51109,52792,59362,59400,CODRINGTON
35271,39000,40746,44131,45789,47578,51811,58064,57812,CONDAH SWAMP
31543,32800,38989,40561,45008,41090,44376,46104,48838,HAWKESDALE
36791,37770,41374,44868,44334,45498,48811,49488,47119,GAZETTE
33997,32052,32468,36198,34010,39821,38853,35066,47606,NELSON
35223,34412,36652,38062,40746,43128,54298,49448,58925,GLENTHOMPSON
31658,34443,37680,38462,40262,44292,48832,48543,51927,DUNKELD
41537,41904,43801,44087,45204,46492,49734,49510,53149,BYADUK NORTH
32486,37226,40656,39860,45496,45941,48085,49022,53041,BOCHARA
33805,39805,51627,45202,51439,74014,68823,56351,56430,BRANXHOLME
31031,39979,47199,42926,48565,48513,51557,50173,47226,BREAKAWAY CREEK
37389,41460,43375,44708,45121,45522,47671,48927,53769,BESSIEBELLE
47781,49396,50525,50362,50814,52538,54374,54474,55870,ALLESTREE
29527,30810,37358,31063,32483,36438,44371,45717,45782,DIGBY
30320,35805,38644,39033,38951,45463,45015,47108,53199,MERINO
33693,35502,40064,40259,42920,43406,45556,46339,48569,CASTERTON
28334,31033,38039,43291,48501,46500,47146,46586,55663,BAHGALLAH
35539,37744,43184,43244,44388,60361,54936,49058,53626,BULART
32789,37589,38384,41182,45009,63368,48457,47496,52973,BRIT BRIT
41249,40115,40965,43879,47554,50656,54316,47540,46731,HARROW
34072,36314,40536,39644,44062,45075,53870,51904,51324,CHARAM
32293,36380,37286,43665,46013,48062,58745,56204,59251,APSLEY
46451,49298,49043,52753,54328,57165,59139,60039,61989,HESSE
41002,40769,39848,43152,43824,47702,54574,52023,47296,LISMORE
35158,40366,45123,41359,38911,40087,45174,46164,41391,DERRINALLUM
45854,47469,51139,51463,52633,54365,58474,60129,64041,TEESDALE
36595,35913,34342,34329,32646,38572,40051,45268,48249,BARUNAH PARK
37474,37382,38897,40129,40705,50778,42956,49879,46146,ROKEWOOD
49384,50316,50314,51858,53719,55712,57515,58679,63377,BANNOCKBURN
45018,46497,45542,49991,49212,52903,58304,59612,57646,LETHBRIDGE
41414,44424,49134,48429,46871,51738,54135,53587,57489,BAMGANIE
43347,43599,44890,47104,51245,52860,53867,56547,56115,BUNGAL
46176,48494,50172,53772,53751,53212,54920,55740,58930,BONNIE BROOK
45441,46480,46517,47446,48250,50699,51875,52752,53866,HARKNESS
46210,47540,48228,49186,49883,51267,52455,53280,55109,BROOKFIELD
50429,51060,52784,53550,54937,57809,59157,60894,63510,BACCHUS MARSH
52126,54095,54336,56226,56456,60226,62241,63249,66108,DALES CREEK
46648,47376,49206,50313,53843,70830,62011,62003,60708,BALLAN
53693,51125,53005,53711,55520,58740,59889,63525,67604,GORDON
48586,50247,50998,52982,53365,56145,58519,59713,63476,ALFREDTON
40229,42872,43794,47057,47180,49496,52059,52678,57639,BERRINGA
45880,47004,47952,49554,50826,55482,55582,58638,64936,ADDINGTON
42172,43114,44194,45053,44942,46551,48702,51558,53198,LAKE GARDENS
39287,39989,41636,41791,42634,43892,45859,47609,49568,BONSHAW
52208,53013,53392,54887,58087,59845,62138,61989,67974,BUNINYONG
37696,40113,40499,41043,42312,45832,47711,49935,49313,HAPPY VALLEY
32165,35684,34390,36332,38220,45086,48087,51029,50451,BRADVALE
43181,42934,43698,46250,47951,49732,51466,52263,56509,CRESWICK
40460,43087,44308,44693,47247,47879,48182,49526,52435,ALLENDALE
37818,36791,38094,38685,39539,42430,42923,45225,50069,CLUNES
35994,38649,37254,37663,39037,40802,43588,42405,45559,AMHERST
33930,35643,37324,38156,40066,43615,44965,47082,49714,BEAUFORT
41177,44100,43236,43368,47375,46992,50053,51841,58694,GREAT WESTERN
37586,36972,40250,46335,44725,42176,58947,47812,42589,BALLYROGAN
40108,41263,42716,42981,44747,46785,49945,50082,52527,AMPHITHEATRE
41918,43346,43440,38858,45841,45728,71442,64530,68263,TATYOON
42856,50160,45810,45443,46359,47928,54696,56571,59109,BERRAMBOOL
42110,43070,43150,42599,44421,44652,49024,50051,51036,BELLELLEN
39650,40335,40695,43132,43805,43167,48122,47095,52941,BARKLY
30018,31917,34398,31835,35861,37920,44494,42989,44061,BARKLY
45153,39072,37574,33271,36280,40886,47845,49526,51134,DADSWELLS BRIDGE
34347,34203,32606,28022,36086,48464,48000,54229,45180,BOLANGUM
58448,52852,42599,40380,46168,51693,54349,66477,63011,BANYENA
48490,46275,36768,36242,43377,46337,47290,56429,50065,KEWELL
49318,57960,33592,24261,38440,45785,37788,57277,43165,BRIM
43445,46671,32743,28333,40983,45944,44422,55858,53977,BOOLITE
43762,47453,40048,40049,45340,50355,50786,56049,54244,AILSA
52393,48200,34073,34639,46848,55732,51194,73340,78097,BEULAH
44613,42740,41196,41232,39266,47660,48434,45925,55919,HOPETOUN
42916,44273,44446,44193,45742,47378,49997,52029,54928,BRIMPAEN
44270,45912,40381,37933,44678,49115,52455,57083,58742,BLACKHEATH
29573,36873,39643,40350,45888,51017,53049,49089,48129,BALMORAL
42125,46084,38923,31425,40440,44343,52562,53792,51992,ARAPILES
39475,42038,46045,40934,41700,46894,62089,62721,61424,GOROKE
34283,36420,31041,32022,36075,41918,57280,41082,42443,MINIMAY
43044,46439,45794,41640,44889,48459,54149,53264,57639,ANTWERP
37401,44139,42587,36196,42654,48489,55068,56044,50332,BROUGHTON
42434,45781,41421,34141,41424,46628,57533,53305,44542,KANIVA
48580,49874,42876,30948,34461,50786,78496,70216,54290,LILLIMUR
35135,40731,40771,31685,40515,47023,44978,48704,38185,JEPARIT
42334,44763,42497,36878,43335,49162,46773,55107,52998,ALBACUTYA
49614,51258,51479,50796,54599,56627,71522,59411,61250,DIGGERS REST
49304,52350,51027,53753,57885,77664,87234,63371,59884,BULLA
51130,51616,52447,57136,54939,57774,59832,61633,64085,SUNBURY
47845,61971,68698,62657,65142,69269,70082,74173,75578,CLARKEFIELD
51264,52284,54632,55525,57535,60666,62000,63192,68119,RIDDELLS CREEK
56424,63846,65716,61014,62994,60156,62203,64388,69219,MONEGEETTA
52515,52768,55737,56259,58134,60193,62294,64566,68759,CHEROKEE
48334,50480,49279,51375,54455,57053,58933,58342,64897,BENLOCH
55828,58519,59732,64789,64746,67549,69184,71301,74675,BULLENGAROOK
55664,58216,60145,63302,65385,70070,71983,70579,72840,NEW GISBORNE
57864,63791,64622,66969,77942,80795,78225,78228,84893,MACEDON
75255,77462,79683,79246,84370,87174,97413,115757,138485,MOUNT MACEDON
56688,58926,60002,61918,65091,68276,72281,72840,78063,ASHBOURNE
46512,49176,48356,51115,52308,55176,58022,61031,67192,BARFOLD
41604,40364,44296,46126,47555,53779,53514,52157,58982,DRUMMOND NORTH
38626,41778,42958,42633,42368,46870,49281,46681,56744,TARADALE
42003,43342,43793,43956,49500,53802,55142,57223,60256,ELPHINSTONE
41492,42649,42816,44228,44682,48534,49617,50356,55662,CASTLEMAINE
41498,42166,42434,44024,46554,49471,50821,52125,57318,BARKERS CREEK
43420,45773,44949,45956,49874,52492,55104,56030,62207,HARCOURT
44133,45745,49194,47425,48266,53403,56665,57133,63332,BARRYS REEF
43285,44670,44745,44695,48089,48607,49617,51249,55405,BASALT
38695,41262,43007,43642,44839,47641,50349,55703,64428,BULLARTO
35818,36844,41223,41316,43391,44622,45727,47688,48990,GREEN GULLY
42025,38635,41122,40797,44048,45258,45242,45577,49122,BARINGHUP
36769,39348,37599,38468,39313,43500,44994,45101,47561,CARISBROOK
36882,37519,38299,38557,39714,41477,43420,45006,47860,ADELAIDE LEAD
36486,36429,37552,38537,38677,42942,43929,44823,46129,AVOCA
32893,33004,31866,31660,35384,39367,41841,39216,42308,AMPHITHEATRE
31232,34688,37402,37712,38937,41697,43842,47760,60024,ELMHURST
31476,33114,34895,33161,35893,36954,38479,42855,44149,BET BET
32964,28331,28954,27557,33068,37208,38795,31707,32138,ARCHDALE
36530,35874,35139,32643,37167,42116,44730,51380,47410,AVON PLAINS
35538,37791,38995,38706,39584,41970,43716,45169,47858,AVON PLAINS
39759,39882,36974,36813,39315,39539,41192,44506,47690,AREEGRA
46653,42722,24769,15411,24346,32868,29497,41747,43548,MASSEY
42561,39101,33923,35787,43147,47708,43816,50426,53063,BALLAPUR
41741,33385,34103,28301,33739,44095,39411,46926,50260,BANYAN
37567,36511,38376,38537,42037,43033,45007,46217,48250,BIG DESERT
35477,38886,39342,44616,49889,62978,73351,63964,58891,PATCHEWOLLOCK
33927,33173,36974,38102,36663,42297,41792,40418,44513,CARWARP
36794,38070,39560,41549,45285,44316,44229,43646,48641,CARDROSS
43066,44022,45426,46752,46940,49363,52227,53357,54686,IRYMPLE
42001,43326,44149,45094,45766,48051,50051,49566,52073,MILDURA
42146,44635,45749,48035,49036,53877,53861,54946,57309,HATTAH
37768,39184,40505,41598,42503,45337,45996,47562,49893,BIRDWOODTON
39067,35902,51793,48445,40083,64443,45115,44491,52227,WALPEUP
34212,37709,38567,44076,48881,51266,48740,48860,37538,LINGA
32523,37170,39405,40764,44927,41188,35940,34483,46446,CARINA
42949,43592,45298,45541,48568,51529,52939,55883,59174,MARONG
40674,38535,41332,38458,42919,48744,49002,53246,53998,BRIDGEWATER
35134,36292,39509,36909,39387,42815,45285,45195,45800,BEARS LAGOON
37598,36918,33609,34445,37283,40240,43368,45924,47520,BERRIMAL
39579,42725,45536,47015,46841,49023,50446,55644,62223,PYALONG
33133,41079,43579,38447,40925,44775,42518,50756,51058,EMU FLAT
37869,40279,41403,42008,43484,45410,48567,48327,52013,ARGYLE
33861,34613,31184,32129,38529,42104,43678,45927,47919,BARRAKEE
34663,36346,23687,26092,38670,41582,39911,45440,43329,BUNGULUKE
45841,42476,43252,39281,45752,46611,45249,47979,53612,CULGOA
43637,36812,37486,30821,42780,49691,44989,53303,56750,BERRIWILLOCK
44092,41814,43646,40425,44484,46371,48658,51009,47976,BIMBOURIE
38852,39206,40164,39254,39608,44946,47467,48120,48406,BARRAPORT
56374,49543,38254,32746,40403,49205,51017,60377,59173,CANNIE
39311,30599,33720,22520,34528,39964,39341,46536,32318,COKUM
41178,39423,40145,31728,39522,40381,39858,37524,35534,CHINANGIN
35980,39409,42645,39531,44526,44641,43920,44733,45303,BOLTON
38575,38596,40041,44444,48051,48183,48585,43466,42346,ANNUELLO
46473,47588,48886,51079,50044,52519,54843,56163,59925,BENDIGO
48190,49646,51334,51707,52451,54902,56901,58752,62444,ARNOLD
41271,42220,44515,45529,45044,46924,48507,50133,52979,BIG HILL
39926,40716,41501,42367,42942,45021,46794,48447,51098,CALIFORNIA GULLY
37961,43618,43684,45301,45982,50387,54053,52832,56146,BARNADOWN
36876,39180,41776,38637,42147,46142,48499,53414,56957,BURNEWANG
32404,35321,44715,35063,42086,41949,43119,42238,44108,AVONMORE
40522,42500,44207,41177,41251,44871,43825,45614,49418,BALLENDELLA
36741,42739,39709,42015,43584,44764,41100,47143,40345,TORRUMBARRY
33563,38115,36159,34525,35843,38605,40896,43385,44758,LOCKINGTON
42773,44463,46093,46133,46983,49425,50885,52325,55933,BAMAWM EXTENSION
31747,41022,39802,40280,40290,41502,38088,41791,44820,GUNBOWER
32432,38594,40056,35553,34321,39859,37403,41653,37275,HORFIELD
38256,41445,41516,44769,43957,48704,46968,48510,50152,BURKES BRIDGE
39702,41650,43721,41746,43992,44585,46075,45658,48513,AUCHMORE
29127,31188,32617,29743,35289,37414,38037,40503,38009,DINGEE
38684,41504,48121,46352,45760,52474,50882,56435,57128,MILLOO
32343,35692,38318,34653,37448,41040,40935,44737,48484,CALIVIL
35596,34838,37737,34342,39389,40276,45119,45327,42581,BALD ROCK
35198,36388,37652,37413,37719,42069,43684,44522,47738,APPIN
33859,35651,37041,36748,35460,36914,38434,42229,44297,KOONDROOK
30978,32031,33765,34410,38542,38057,45844,42261,45541,BEAUCHAMP
37198,38148,40572,40391,39486,40250,44618,44955,50444,LAKE BOGA
43828,44874,43810,44657,45965,49613,52350,51658,54157,CASTLE DONNINGTON
38194,37637,37243,38038,43876,45957,45879,47292,51689,BULGA
37216,36723,36010,36071,38136,42683,43783,43779,46347,WOORINEN SOUTH
39292,43106,42848,49751,47977,52686,53860,50508,53905,WOORINEN
42795,36897,36201,40584,47330,45633,55110,56502,54277,BEVERFORD
40956,41967,42068,42242,40996,47728,50568,48369,50626,VINIFERA
33933,33895,34671,35166,38083,41863,42512,41887,45328,NYAH
33662,34349,35518,35093,35872,39044,38538,40580,43389,NYAH WEST
55228,58867,60687,52705,51778,75607,84397,66157,43045,MIRALIE
42114,43236,45642,45973,54175,68011,55486,59746,53864,KENLEY
41189,42323,46377,44480,46899,49495,52800,50499,54500,BAILIESTON
34879,37536,41454,38513,40343,44300,46659,47464,54620,DHURRINGILE
37063,38118,39991,40255,41700,45212,45285,46549,51851,MOORA
42356,46758,48796,46833,47396,51695,52279,55231,62498,TOOLAMBA
41151,43722,43719,43059,45334,46872,49318,50782,52255,COOMA
30865,35912,35316,34896,32356,35384,37067,37843,38989,BYRNESIDE
32821,34686,35274,35134,35385,39085,39805,42466,46759,MERRIGUM
37505,40345,41379,41314,42182,44162,45536,46500,50023,KYABRAM
34893,37345,37462,35677,38028,41220,43126,42914,47776,KOYUGA SOUTH
38117,39985,37487,33553,33121,40178,41331,41023,41841,CORNELIA CREEK
32434,35935,36678,34734,36906,41086,41089,43419,44565,CARAG CARAG
30816,34008,35790,35017,33610,40423,39141,40525,43189,GIRGARRE
38808,38707,39334,41653,42811,43881,45035,47001,50842,ARDMONA
41602,43330,44063,44368,45043,47299,49642,51082,53356,BENARCH
45330,47826,48131,49355,50508,53092,55171,57071,62567,ARCADIA
38435,39828,42965,44786,42990,46157,47525,48415,54422,CONGUPNA
37182,39390,39135,40186,39582,42361,42867,45597,49491,BUNBARTHA
33842,35224,35737,35483,39282,38670,41265,42902,44319,KAARIMBA
36813,39351,42366,40225,40849,42131,43786,46142,49621,DRUMANURE
27627,34235,34475,30433,32008,35269,37207,41608,40914,WAAIA
36728,40107,41819,41211,41544,43316,45698,46505,48269,KOTUPNA
32478,34869,36020,35263,34507,39160,37167,42591,41197,BARMAH
35562,37376,38733,35371,34397,40531,38652,40333,44464,KATUNGA
37154,40206,41765,39849,42064,43139,43215,46738,51798,BEARII
40240,41671,43183,44717,45217,47111,46412,47122,50334,BAROOGA
37718,38590,40126,38569,42932,44661,45221,46375,49830,DOOKIE
34760,35892,37187,35988,32958,38325,40519,42750,45451,KATAMATITE
45202,45660,47499,48297,49991,52095,54712,56120,57509,BROADFORD
52271,59848,51246,48959,57480,57008,57019,58961,75477,SUGARLOAF CREEK
42264,43679,44085,44570,45705,47500,49857,49924,52921,CAVEAT
57731,58281,59864,60917,61068,61352,66046,65948,69408,PUCKAPUNYAL
35062,38731,39984,47506,48050,52590,50249,57330,56628,MANGALORE
40877,42606,42931,48082,47429,51466,52831,56078,57025,AVENEL
37938,39015,40342,39468,42121,45000,45175,46063,49393,BALMATTUM
35800,37657,38629,42906,39245,41494,40696,39753,45638,BOHO
36603,39063,42134,40949,43093,42541,43827,52554,47285,BADDAGINNIE
41169,41523,42480,43800,45110,46084,48174,49506,52040,BENALLA
36493,38748,38693,40146,41715,44507,44218,47463,51021,BENALLA
37076,40143,42161,41899,43153,44206,46570,47793,51472,BOWEYA
42489,44327,45135,45579,46818,49441,50161,51566,55310,APPIN PARK
42010,44730,46159,46319,47074,48422,50766,52635,58994,BOBINAWARRAH
38080,43792,47446,44628,44098,48556,46625,49157,51957,BORALMA
42612,43156,45089,45311,45693,47540,48185,49146,52538,CHILTERN
41875,44432,48411,45388,45897,51141,49959,49776,52418,BOORHAMAN NORTH
46964,48537,47890,50040,48672,48904,52595,54786,56375,CARLYLE
44446,47186,47910,47649,49493,52403,52968,55101,62723,BARNAWARTHA
45512,47223,48173,48582,48814,50356,52356,53909,56403,WEST WODONGA
47999,49831,51819,53110,53980,54143,56681,58357,62528,ALLANS FLAT
38001,39395,41939,42286,40918,43464,43824,44817,49425,CHARLEROI
39436,41285,41713,42446,41593,44034,43978,44728,47799,TAWONGA
44186,43190,44380,43136,45824,46871,51187,50499,57074,TAWONGA SOUTH
35139,35653,38840,39132,39435,40152,46025,46141,50101,BOGONG
38343,40323,42095,43347,42232,42716,43824,46468,50715,BULLIOH
35815,41824,41736,40728,41910,44067,57207,59396,62017,DARTMOUTH
34662,39511,42453,43603,39162,39103,44569,42837,43320,CUDGEWA
36504,39501,42058,42302,42215,42807,42611,45022,47346,BIGGARA
33348,36941,35739,39217,39361,39493,44040,42508,42229,BURROWYE
38588,38799,39456,40570,49329,58893,55378,58143,59707,BUXTON
38732,39503,41766,50212,46948,47979,48525,48860,51905,RUBICON
33549,35101,36614,37812,38791,42067,42636,43611,49195,EILDON
39025,40090,42529,45061,50147,45580,48914,49467,53452,ACHERON
30294,33661,28635,31286,34360,33961,33919,39021,50848,ANCONA
39116,40609,42843,43512,43661,46669,47581,49275,51706,FLOWERDALE
32859,33915,36448,42423,46485,44207,43500,51010,51849,GOBUR
38649,37877,37985,43049,45589,42236,45371,45834,50541,BONNIE DOON
40059,41090,42404,43686,44599,46974,49381,50361,55962,BARWITE
35270,36140,39565,41161,50025,43078,44185,47861,58297,ARCHERTON
41030,41359,41098,42157,41882,45279,46043,47319,56134,BOXWOOD
32566,36538,34817,32335,32692,34409,41154,37907,40321,BUNGEET
31926,33774,33376,29154,32897,40517,34332,34093,35875,ALMONDS
41255,38321,40521,39172,37004,41805,41490,45227,46693,BOOMAHNOOMOONAH
42363,44277,42928,43661,44504,46918,48748,51272,55713,BATHUMI
33960,36600,38755,39584,38748,38974,41535,39957,43951,MOYHU
33566,36665,39155,39961,42889,44701,42916,42425,47233,WHITFIELD
36250,38198,39969,40797,41647,44629,45839,48941,52910,BOWMANS FOREST
38869,40641,41737,42404,43344,45389,47077,48652,52469,ABBEYARD
35831,43152,38887,43345,78109,60419,51185,65927,56054,EUROBIN
37142,40545,40242,42013,43003,49528,46514,51012,54626,BUCKLAND
37671,39827,40738,42125,42937,45842,47267,48961,57888,BRIGHT
35305,37298,43580,39991,43104,50048,51956,52729,59133,WANDILIGONG
41356,42029,46126,41552,41536,46292,45100,50024,52705,ELDORADO
41866,44417,45173,45932,46178,49141,50037,51867,56431,BAARMUTHA
48307,49077,50115,48970,51019,52946,54769,56013,60739,BRUARONG
47813,48573,48716,48166,49701,51713,52785,53860,56472,WOLLERT
58885,57175,47195,50833,48641,48283,51813,52847,60070,WOODSTOCK
48447,49310,50494,51851,53489,55556,56477,58342,61378,MORANG SOUTH
51524,51101,53452,54440,54336,58678,59551,61583,62084,BEVERIDGE
52250,52563,52799,53538,54200,56686,58602,60296,62504,DOREEN
49313,44064,39918,44266,49135,55034,55179,54752,59388,YAN YEAN
49300,49756,50807,52033,53180,54807,56308,57333,59061,CHINTIN
48650,49532,50663,51466,53821,56609,59972,59663,62532,BRUCES CREEK
46991,47766,50799,51668,52789,54869,58534,57051,60372,HEATHCOTE JUNCTION
60172,56916,58407,62404,65125,71274,69515,67174,76375,PANTON HILL
50193,51345,53799,55903,54011,60004,62333,65648,72171,SMITHS GULLY
148967,52490,50615,50772,52151,55071,56332,60261,66119,ST ANDREWS
44945,45173,44802,46428,49260,50520,53242,55492,59300,KINGLAKE
48758,48906,50882,52381,52385,55002,56991,58444,61482,FORBES
50802,53208,54764,54676,55172,57772,60977,61978,66393,MONTROSE
51881,52380,50057,54287,54747,58647,58992,63937,70765,KALORAMA
49888,49207,50706,53346,54755,56487,60353,59234,68518,MOUNT DANDENONG
57150,60594,64955,63958,59709,79807,80204,87108,88785,COLDSTREAM
51612,50606,52779,56045,54948,56603,62064,61876,63840,CHRISTMAS HILLS
44899,45407,46542,47583,48149,50892,53833,54431,58439,BADGER CREEK
31008,33009,33896,31669,31353,34052,37475,38374,42553,FERNSHAW
32725,31372,30487,29203,32670,37374,39763,40188,47644,CAMBARVILLE
49004,48575,51307,53857,52089,56704,56381,59367,61654,COCKATOO
50474,51883,52645,55317,59512,61608,59982,62476,66786,AVONSLEIGH
46135,48139,50727,51370,53187,55476,56884,58656,62182,GEMBROOK
56488,57525,61443,60178,65623,66935,68938,71997,76214,FERNY CREEK
52931,54285,55306,55650,59539,65481,62133,67307,69032,SASSAFRAS
55794,56726,63841,69749,66724,63405,63419,65773,71693,OLINDA
56854,53655,64981,65352,60861,68432,73611,71887,88432,SHERBROOKE
50943,51968,53986,55486,70234,59650,61167,64331,66716,KALLISTA
50027,50592,60426,57182,57558,65605,61355,65883,69649,THE PATCH
43338,44544,46229,49458,49305,51817,53175,54808,59776,MONBULK
46308,47229,49452,51158,52297,56317,57238,57359,63868,SILVAN
46305,47557,48614,50381,51756,55546,55985,57905,60207,MOUNT EVELYN
